"configuration","problem","model","data_file","status","time","nodes","nSolutions","solveTime","boolVariables","extractedViews","propagators","objective","failures","run","unifiedVariables","objectiveBound","intVariables","evaluatedReifiedConstraints","initTime","flatIntVars","intVars","userDecisions","flatIntConstraints","evaluatedHalfReifiedConstraints","variables","solutions","blockType","flatBoolConstraints","backjumps","optTime","method","propagations","trailMem","flatTime","nogoods","randomSeed","peakMem","baseMem","flatBoolVars","peakDepth","oracleDecisions","restarts","paths"
"Huub_free_decomp","","../filters/filter.mzn","../filters/dct_2_3.dzn","OPTIMAL_SOLUTION","41.796766442246735","","6","40.88986","","8","2497","16","603499","results_filter","0","","65","","0.036502","105","","843850","2505","2432","","","complete","608","","","minimize","175875287","","0.283896","","","","","2432","3087","487449","28347","0"
"Huub_user_decomp","","../filters/filter.mzn","../filters/ewf_1_1.dzn","OPTIMAL_SOLUTION","0.5951015204191208","","1","0.112559","","8","719","28","3490","results_filter","0","","35","","0.014117","43","","3639","727","672","","","complete","336","","","minimize","463341","","0.221093","","","","","672","707","672","0","0"
"Huub_free_diffn","","../filters/filter.mzn","../filters/dct_2_3.dzn","OPTIMAL_SOLUTION","50.232086166739464","","2","49.736275","","8","67","16","630113","results_filter","0","","65","","0.007628","105","","1022064","75","","","","complete","","","","minimize","9404385","","0.184596","","","","","","191","424617","21750","0"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/fir_2_2.dzn","OPTIMAL_SOLUTION","0.4403993273153901","","3","0.030169","","1","25","11","363","results_filter","0","","24","","0.005656","48","","2199","26","","","","complete","","","","minimize","6222","","0.172902","","","","","","39","0","0","0"
"Huub_user_diffn","","../filters/filter.mzn","../filters/fir16_1_3.dzn","OPTIMAL_SOLUTION","3.2994992276653647","","8","2.731985","","1","35","18","44257","results_filter","0","","51","","0.005932","52","","175142","36","","","","complete","","","","minimize","606410","","0.175384","","","","","","46","0","0","0"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/ewf_2_1.dzn","OPTIMAL_SOLUTION","0.6467085648328066","","2","0.010334","","8","49","21","5","results_filter","0","","35","","0.006257","69","","110","57","","","","complete","","","","minimize","896","","0.174665","","","","","","54","0","0","0"
"Huub_user_basic","","../filters/filter.mzn","../filters/fir_1_2.dzn","OPTIMAL_SOLUTION","0.47674009669572115","","3","0.020093","","1","25","15","621","results_filter","0","","24","","0.005626","33","","724","26","","","","complete","","","","minimize","6016","","0.182477","","","","","","27","0","0","0"
"Huub_free_basic","","../filters/filter.mzn","../filters/ewf_2_1.dzn","OPTIMAL_SOLUTION","0.6488888468593359","","2","0.009776","","8","49","21","5","results_filter","0","","35","","0.008019","69","","110","57","","","","complete","","","","minimize","885","","0.174366","","","","","","54","0","0","0"
"Huub_user_m+o","","../filters/filter.mzn","../filters/fir_1_2.dzn","OPTIMAL_SOLUTION","0.4655038472265005","","3","0.020338","","1","25","15","621","results_filter","0","","24","","0.005584","33","","724","26","","","","complete","","","","minimize","6016","","0.169275","","","","","","27","0","0","0"
"chuffed","","../filters/filter.mzn","../filters/ar_1_2.dzn","OPTIMAL_SOLUTION","0.7311688670888543","4341","4","0.045","7788","","1242","18","2065","results_filter","","","","600","0.014","52","52","","637","","7842","","","180","2147","0.02","minimize","435665","0.02","0.210659","2065","-1446500655","0.0","0.0","600","37","","4","0"
"cp-sat","","../filters/filter.mzn","../filters/fir16_1_2.dzn","OPTIMAL_SOLUTION","0.6805472960695624","","1","0.010863","178","","","19","129","results_filter","","19","","","","52","","","36","","","","","","","","minimize","647","","0.215705","","","","","","","","","0"
"Huub_user_diffn","","../filters/filter.mzn","../filters/fir_1_3.dzn","OPTIMAL_SOLUTION","1.6156337754800916","","3","0.019581","","1","25","15","621","results_filter","0","","32","","0.00635","33","","739","26","","","","complete","","","","minimize","6034","","0.222116","","","","","","32","0","0","0"
"Huub_user_decomp","","../filters/filter.mzn","../filters/fir_1_2.dzn","OPTIMAL_SOLUTION","0.46413851249963045","","3","0.022096","","1","333","15","623","results_filter","0","","24","","0.009798","33","","723","334","310","","","complete","127","","","minimize","56842","","0.198919","","","","","310","357","990","0","0"
"Huub_user_m+o","","../filters/filter.mzn","../filters/fir_1_3.dzn","OPTIMAL_SOLUTION","0.4380949642509222","","3","0.020086","","1","25","15","621","results_filter","0","","32","","0.005588","33","","739","26","","","","complete","","","","minimize","6034","","0.172701","","","","","","32","0","0","0"
"Huub_free_decomp","","../filters/filter.mzn","../filters/dfq_1_1.dzn","OPTIMAL_SOLUTION","0.5498212277889252","","1","0.003575","","3","89","4","7","results_filter","0","","18","","0.00604","26","","32","92","80","","","complete","20","","","minimize","607","","0.186685","","","","","80","111","91","0","0"
"Huub_user_m+o","","../filters/filter.mzn","../filters/ar_1_3.dzn","OPTIMAL_SOLUTION","0.544617828913033","","3","0.065661","","4","33","16","1333","results_filter","0","","45","","0.005898","49","","5504","37","","","","complete","","","","minimize","28585","","0.186717","","","","","","42","0","0","0"
"Huub_user_m+s","","../filters/filter.mzn","../filters/ar_1_1.dzn","OPTIMAL_SOLUTION","0.9709061002358794","","1","0.367556","","4","33","34","10625","results_filter","0","","29","","0.005456","33","","10921","37","","","","complete","","","","minimize","100748","","0.208929","","","","","","29","0","0","0"
"gecode","","../filters/filter.mzn","../filters/dct_3_3.dzn","SATISFIED","1200.6914721690118","225971340","1","1199.8","","","79","14","112985636","results_filter","","","","","0.013706","105","","","75","","105","1","","","","","minimize","1436268634","","0.198681","","","","","","96","","0","0"
"Huub_free_decomp","","../filters/filter.mzn","../filters/fir16_1_3.dzn","OPTIMAL_SOLUTION","0.6276222486048937","","5","0.084219","","1","787","18","1613","results_filter","0","","51","","0.015535","52","","5096","788","754","","","complete","241","","","minimize","312309","","0.206244","","","","","754","1037","4864","10","0"
"Huub_user_diffn","","../filters/filter.mzn","../filters/fir_2_2.dzn","OPTIMAL_SOLUTION","0.6042640460655093","","4","0.02723","","1","25","11","285","results_filter","0","","24","","0.006222","48","","1847","26","","","","complete","","","","minimize","5288","","0.173492","","","","","","39","0","0","0"
"Huub_user_m+o","","../filters/filter.mzn","../filters/ewf_1_1.dzn","OPTIMAL_SOLUTION","0.7524176985025406","","1","0.130946","","8","49","28","3364","results_filter","0","","35","","0.006089","43","","3491","57","","","","complete","","","","minimize","29004","","0.171895","","","","","","35","0","0","0"
"Huub_user_m+o","","../filters/filter.mzn","../filters/dfq_1_2.dzn","OPTIMAL_SOLUTION","0.4483717093244195","","1","0.003791","","3","11","6","14","results_filter","0","","18","","0.004717","26","","44","14","","","","complete","","","","minimize","134","","0.168374","","","","","","20","0","0","0"
"cp-sat","","../filters/filter.mzn","../filters/fir_1_4.dzn","OPTIMAL_SOLUTION","0.5657054260373116","","3","0.012135","32","","","15","0","results_filter","","15","","","","33","","","26","","","","","","","","minimize","776","","0.17409","","","","","","","","","0"
"Huub_user_m+s","","../filters/filter.mzn","../filters/dct_1_1.dzn","OPTIMAL_SOLUTION","841.3007366554812","","1","840.425304","","8","67","34","3130523","results_filter","0","","49","","0.008717","57","","3228345","75","","","","complete","","","","minimize","31563291","","0.179786","","","","","","49","0","0","0"
"Huub_free_diffn","","../filters/filter.mzn","../filters/ar_1_3.dzn","OPTIMAL_SOLUTION","1.6319023864343762","","4","0.034355","","4","33","16","497","results_filter","0","","45","","0.006536","49","","1717","37","","","","complete","","","","minimize","11636","","0.223895","","","","","","48","242","3","0"
"Huub_free_basic","","../filters/filter.mzn","../filters/ewf_2_2.dzn","OPTIMAL_SOLUTION","0.7039772868156433","","3","0.02437","","8","49","18","113","results_filter","0","","35","","0.0059","77","","903","57","","","","complete","","","","minimize","3055","","0.197586","","","","","","57","0","0","0"
"Huub_free_m+s","","../filters/filter.mzn","../filters/fir_2_3.dzn","OPTIMAL_SOLUTION","0.8808267815038562","","4","0.022707","","1","25","10","228","results_filter","0","","32","","0.005606","48","","1016","26","","","","complete","","","","minimize","4666","","0.166556","","","","","","126","216","1","0"
"Huub_user_decomp","","../filters/filter.mzn","../filters/ewf_2_2.dzn","OPTIMAL_SOLUTION","1.0634306278079748","","3","0.017201","","8","1391","18","55","results_filter","0","","35","","0.020796","77","","493","1399","1344","","","complete","336","","","minimize","47060","","0.317466","","","","","1344","1663","4796","0","0"
"Huub_user_m+s","","../filters/filter.mzn","../filters/ar_2_3.dzn","OPTIMAL_SOLUTION","1.0492254849523306","","2","0.202774","","4","33","15","5399","results_filter","0","","45","","0.0072","61","","24144","37","","","","complete","","","","minimize","82333","","0.174824","","","","","","52","0","0","0"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/fir_1_4.dzn","OPTIMAL_SOLUTION","0.5471635404974222","","3","0.022024","","1","25","15","621","results_filter","0","","32","","0.00553","33","","739","26","","","","complete","","","","minimize","5791","","0.17325","","","","","","32","0","0","0"
"Huub_free_diffn","","../filters/filter.mzn","../filters/dct_3_4.dzn","OPTIMAL_SOLUTION","37.901101001538336","","3","36.29921","","8","67","11","449707","results_filter","0","","97","","0.007942","105","","965704","75","","","","complete","","","","minimize","6208878","","0.221533","","","","","","193","362493","11393","0"
"Huub_free_basic","","../filters/filter.mzn","../filters/ar_1_3.dzn","OPTIMAL_SOLUTION","0.5500691803172231","","4","0.026031","","4","33","16","191","results_filter","0","","45","","0.006869","49","","542","37","","","","complete","","","","minimize","6803","","0.23973","","","","","","147","406","1","0"
"chuffed","","../filters/filter.mzn","../filters/fir_1_3.dzn","OPTIMAL_SOLUTION","0.6297149527817965","735","3","0.017","5241","","645","15","434","results_filter","","","","310","0.009","32","33","","333","","5276","","","127","213","0.009","minimize","114664","0.01","0.192009","434","44913912","0.0","0.0","310","32","","3","0"
"Huub_user_basic","","../filters/filter.mzn","../filters/fir16_1_3.dzn","OPTIMAL_SOLUTION","4.205655531026423","","7","3.80179","","1","35","18","67794","results_filter","0","","51","","0.0061","52","","267235","36","","","","complete","","","","minimize","940149","","0.16765","","","","","","46","0","0","0"
"chuffed","","../filters/filter.mzn","../filters/ewf_1_1.dzn","OPTIMAL_SOLUTION","0.5732180858030915","5640","1","0.089","10622","","1414","28","3921","results_filter","","","","672","0.018","50","50","","733","","10674","","","336","1684","0.005","minimize","879422","0.02","0.220119","3921","1133721361","0.0","0.0","672","35","","1","0"
"Huub_user_m+s","","../filters/filter.mzn","../filters/fir16_1_3.dzn","OPTIMAL_SOLUTION","4.364973792806268","","5","3.952716","","1","35","18","66081","results_filter","0","","51","","0.006141","52","","257161","36","","","","complete","","","","minimize","904168","","0.169144","","","","","","46","0","0","0"
"Huub_free_m+o","","../filters/filter.mzn","../filters/ar_2_3.dzn","OPTIMAL_SOLUTION","0.7353006331250072","","2","0.040024","","4","33","15","862","results_filter","0","","45","","0.005881","61","","2884","37","","","","complete","","","","minimize","11833","","0.430514","","","","","","55","363","9","0"
"Huub_free_decomp","","../filters/filter.mzn","../filters/fir_1_1.dzn","OPTIMAL_SOLUTION","1.0879433006048203","","1","0.040784","","1","277","18","1608","results_filter","0","","24","","0.008422","25","","1547","278","254","","","complete","127","","","minimize","147842","","0.210853","","","","","254","278","488","30","0"
"chuffed","","../filters/filter.mzn","../filters/dfq_1_2.dzn","OPTIMAL_SOLUTION","0.4140291167423129","49","1","0.003","3395","","177","6","7","results_filter","","","","80","0.005","28","27","","93","","3424","","","20","22","0.003","minimize","967","0.0","0.175091","7","-2109655496","0.0","0.0","80","20","","1","0"
"cp-sat","","../filters/filter.mzn","../filters/fir_2_2.dzn","OPTIMAL_SOLUTION","0.7261138362810016","","1","0.008458","70","","","11","25","results_filter","","11","","","","48","","","26","","","","","","","","minimize","290","","0.207463","","","","","","","","","0"
"Huub_free_decomp","","../filters/filter.mzn","../filters/fir_2_2.dzn","OPTIMAL_SOLUTION","0.4346577012911439","","5","0.023558","","1","531","11","245","results_filter","0","","24","","0.010622","48","","1338","532","508","","","complete","127","","","minimize","55307","","0.17638","","","","","508","631","2961","0","0"
"Huub_user_basic","","../filters/filter.mzn","../filters/dct_1_2.dzn","OPTIMAL_SOLUTION","45.18362771347165","","1","42.17333","","8","67","32","337027","results_filter","0","","49","","0.008104","73","","341529","75","","","","complete","","","","minimize","2291620","","0.35792","","","","","","55","0","0","0"
"cp-sat","","../filters/filter.mzn","../filters/ar_1_1.dzn","OPTIMAL_SOLUTION","0.4748110957443714","","1","0.008222","28","","","34","1","results_filter","","34","","","","33","","","37","","","","","","","","minimize","206","","0.170829","","","","","","","","","0"
"Huub_user_diffn","","../filters/filter.mzn","../filters/dct_1_3.dzn","OPTIMAL_SOLUTION","43.50212910305709","","1","42.698291","","8","67","32","334746","results_filter","0","","65","","0.006852","73","","338625","75","","","","complete","","","","minimize","2260729","","0.206209","","","","","","60","0","0","0"
"Huub_free_basic","","../filters/filter.mzn","../filters/dct_1_3.dzn","OPTIMAL_SOLUTION","94.82469808869064","","1","94.246985","","8","67","32","730500","results_filter","0","","65","","0.007581","73","","865695","75","","","","complete","","","","minimize","15344144","","0.182486","","","","","","123","607633","27955","0"
"Huub_user_decomp","","../filters/filter.mzn","../filters/dfq_1_2.dzn","OPTIMAL_SOLUTION","0.4417746579274535","","1","0.00377","","3","89","6","13","results_filter","0","","18","","0.006151","26","","43","92","80","","","complete","20","","","minimize","728","","0.173299","","","","","80","111","91","0","0"
"cp-sat","","../filters/filter.mzn","../filters/ar_1_2.dzn","OPTIMAL_SOLUTION","0.5351452995091677","","4","0.093297","178","","","18","1894","results_filter","","18","","","","49","","","37","","","","","","","","minimize","136541","","0.167984","","","","","","","","","0"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/ewf_1_1.dzn","OPTIMAL_SOLUTION","1.1745743360370398","","1","0.448379","","8","49","28","7517","results_filter","0","","35","","0.006027","43","","8066","57","","","","complete","","","","minimize","151587","","0.170148","","","","","","36","7055","517","0"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/ewf_2_2.dzn","OPTIMAL_SOLUTION","0.5919323395937681","","3","0.026194","","8","49","18","123","results_filter","0","","35","","0.005863","77","","954","57","","","","complete","","","","minimize","3261","","0.194612","","","","","","57","0","0","0"
"Huub_user_basic","","../filters/filter.mzn","../filters/fir16_1_2.dzn","OPTIMAL_SOLUTION","20.878018068149686","","11","20.48296","","1","35","19","240105","results_filter","0","","34","","0.005662","52","","1477291","36","","","","complete","","","","minimize","6721052","","0.166503","","","","","","43","0","0","0"
"gecode","","../filters/filter.mzn","../filters/dct_4_4.dzn","OPTIMAL_SOLUTION","0.5052640633657575","4267","2","0.035222","","","79","10","2087","results_filter","","","","","0.000918","105","","","75","","105","2","","","","","minimize","30651","","0.169461","","","","","","96","","0","0"
"Huub_free_m+o","","../filters/filter.mzn","../filters/ewf_4_3.dzn","OPTIMAL_SOLUTION","0.7194025302305818","","2","0.011069","","8","49","17","19","results_filter","0","","69","","0.007366","77","","180","57","","","","complete","","","","minimize","772","","0.171991","","","","","","67","0","0","0"
"Huub_free_decomp","","../filters/filter.mzn","../filters/ewf_2_1.dzn","OPTIMAL_SOLUTION","1.0588296363130212","","2","0.010606","","8","1335","21","5","results_filter","0","","35","","0.0198","69","","110","1343","1288","","","complete","336","","","minimize","16265","","0.312048","","","","","1288","1582","3056","0","0"
"Huub_user_diffn","","../filters/filter.mzn","../filters/dct_3_4.dzn","SATISFIED","1200.6264985119924","","3","1199.756906","","8","67","11","8334484","results_filter","0","","97","","0.007081","105","","29064970","75","","","","complete","","","","minimize","88109306","","0.237395","","","","","","83","0","0","0"
"Huub_free_m+s","","../filters/filter.mzn","../filters/ar_2_3.dzn","OPTIMAL_SOLUTION","0.9342370172962546","","2","0.043446","","4","33","15","859","results_filter","0","","45","","0.007236","61","","3211","37","","","","complete","","","","minimize","11959","","0.178617","","","","","","52","277","5","0"
"cp-sat","","../filters/filter.mzn","../filters/fir_1_2.dzn","OPTIMAL_SOLUTION","0.7158428886905313","","3","0.01229","32","","","15","0","results_filter","","15","","","","33","","","26","","","","","","","","minimize","829","","0.237358","","","","","","","","","0"
"Huub_user_m+o","","../filters/filter.mzn","../filters/dfq_1_1.dzn","OPTIMAL_SOLUTION","0.6237739017233253","","1","0.00352","","3","11","4","7","results_filter","0","","18","","0.004589","26","","32","14","","","","complete","","","","minimize","95","","0.161814","","","","","","20","0","0","0"
"Huub_user_m+o","","../filters/filter.mzn","../filters/fir16_1_1.dzn","OPTIMAL_SOLUTION","58.899462757632136","","6","58.3843","","1","35","35","237797","results_filter","0","","34","","0.00575","35","","238341","36","","","","complete","","","","minimize","1567429","","0.184067","","","","","","34","0","0","0"
"Huub_free_basic","","../filters/filter.mzn","../filters/dct_1_1.dzn","SATISFIED","1200.283838489093","","1","1199.832634","","8","67","34","3632051","results_filter","0","","49","","0.008297","57","","3342749","75","","","","complete","","","","minimize","66399001","","0.17047","","","","","","89","2893462","117205","0"
"cp-sat","","../filters/filter.mzn","../filters/fir_1_3.dzn","OPTIMAL_SOLUTION","0.5908290985971689","","3","0.012342","32","","","15","0","results_filter","","15","","","","33","","","26","","","","","","","","minimize","776","","0.192346","","","","","","","","","0"
"Huub_user_m+o","","../filters/filter.mzn","../filters/ar_1_2.dzn","OPTIMAL_SOLUTION","0.7834780924022198","","4","0.36755","","4","33","18","9982","results_filter","0","","29","","0.007243","49","","32278","37","","","","complete","","","","minimize","197210","","0.168912","","","","","","37","0","0","0"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/fir16_1_1.dzn","OPTIMAL_SOLUTION","110.25162214972079","","6","109.788496","","1","35","35","439316","results_filter","0","","34","","0.006351","35","","305884","36","","","","complete","","","","minimize","4985046","","0.172231","","","","","","72","287024","14058","0"
"gecode","","../filters/filter.mzn","../filters/fir_1_3.dzn","OPTIMAL_SOLUTION","9.071015219204128","3972395","3","8.50081","","","29","15","1986186","results_filter","","","","","0.0006","33","","","26","","63","3","","","","","minimize","22885407","","0.168856","","","","","","31","","0","0"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/ar_1_2.dzn","OPTIMAL_SOLUTION","0.8202511724084616","","4","0.405241","","4","33","18","10028","results_filter","0","","29","","0.006007","49","","33582","37","","","","complete","","","","minimize","205355","","0.16777","","","","","","37","0","0","0"
"cp-sat","","../filters/filter.mzn","../filters/fir_2_3.dzn","OPTIMAL_SOLUTION","0.9981220094487071","","1","0.029271","58","","","10","16","results_filter","","10","","","","48","","","26","","","","","","","","minimize","155","","0.220166","","","","","","","","","0"
"Huub_user_decomp","","../filters/filter.mzn","../filters/dfq_1_1.dzn","OPTIMAL_SOLUTION","0.7828997550532222","","1","0.004116","","3","89","4","7","results_filter","0","","18","","0.007329","26","","32","92","80","","","complete","20","","","minimize","607","","0.179278","","","","","80","111","91","0","0"
"Huub_user_m+s","","../filters/filter.mzn","../filters/dct_1_3.dzn","OPTIMAL_SOLUTION","46.15084661450237","","1","45.174223","","8","67","32","334746","results_filter","0","","65","","0.007464","73","","338625","75","","","","complete","","","","minimize","2260729","","0.234668","","","","","","60","0","0","0"
"Huub_user_m+s","","../filters/filter.mzn","../filters/fir_2_3.dzn","OPTIMAL_SOLUTION","0.7054975451901555","","3","0.032526","","1","25","10","486","results_filter","0","","32","","0.005584","48","","2299","26","","","","complete","","","","minimize","5746","","0.191184","","","","","","39","0","0","0"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/ar_2_3.dzn","OPTIMAL_SOLUTION","0.8857217831537127","","2","0.042028","","4","33","15","840","results_filter","0","","45","","0.005883","61","","2759","37","","","","complete","","","","minimize","12179","","0.170404","","","","","","68","436","15","0"
"Huub_user_decomp","","../filters/filter.mzn","../filters/fir16_1_2.dzn","OPTIMAL_SOLUTION","0.7146079353988171","","12","0.260871","","1","787","19","5794","results_filter","0","","34","","0.013752","52","","16831","788","754","","","complete","241","","","minimize","1114072","","0.205167","","","","","754","130","1041","0","0"
"Huub_free_diffn","","../filters/filter.mzn","../filters/fir_1_2.dzn","OPTIMAL_SOLUTION","1.6191637301817536","","3","0.022692","","1","25","15","746","results_filter","0","","24","","0.006233","33","","809","26","","","","complete","","","","minimize","8275","","0.218499","","","","","","27","266","40","0"
"gecode","","../filters/filter.mzn","../filters/fir_2_3.dzn","OPTIMAL_SOLUTION","0.9405505927279592","75","1","0.004695","","","30","10","28","results_filter","","","","","0.000607","48","","","26","","48","1","","","","","minimize","441","","0.22082","","","","","","53","","0","0"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/ewf_1_2.dzn","OPTIMAL_SOLUTION","0.5376131944358349","","1","0.110348","","8","49","28","2760","results_filter","0","","35","","0.006192","51","","2954","57","","","","complete","","","","minimize","22782","","0.176212","","","","","","40","0","0","0"
"Huub_free_diffn","","../filters/filter.mzn","../filters/ar_1_2.dzn","OPTIMAL_SOLUTION","0.662309623323381","","3","0.171244","","4","33","18","4448","results_filter","0","","29","","0.00669","49","","6882","37","","","","complete","","","","minimize","66982","","0.184176","","","","","","131","2430","107","0"
"chuffed","","../filters/filter.mzn","../filters/ar_2_4.dzn","OPTIMAL_SOLUTION","0.8235243558883667","3937","2","0.022","8029","","1482","11","523","results_filter","","","","720","0.015","64","63","","757","","8094","","","180","3320","0.022","minimize","165821","0.02","0.260654","523","-1299935913","0.0","0.0","720","47","","2","0"
"Huub_user_m+o","","../filters/filter.mzn","../filters/fir16_1_3.dzn","OPTIMAL_SOLUTION","4.607513218186796","","8","3.903972","","1","35","18","63263","results_filter","0","","51","","0.006426","52","","250746","36","","","","complete","","","","minimize","880336","","0.172509","","","","","","46","0","0","0"
"Huub_free_decomp","","../filters/filter.mzn","../filters/dct_1_1.dzn","SATISFIED","1200.2703071311116","","1","1199.752919","","8","1281","34","3526497","results_filter","0","","49","","0.020033","57","","3624537","1289","1216","","","complete","608","","","minimize","1330008588","","0.245272","","","","","1216","1325","2758357","126139","0"
"Huub_user_m+s","","../filters/filter.mzn","../filters/ewf_2_2.dzn","OPTIMAL_SOLUTION","1.0473004942759871","","3","0.025893","","8","49","18","113","results_filter","0","","35","","0.005923","77","","903","57","","","","complete","","","","minimize","3055","","0.205775","","","","","","57","0","0","0"
"Huub_free_m+s","","../filters/filter.mzn","../filters/dct_1_2.dzn","OPTIMAL_SOLUTION","100.10283237695694","","1","97.269918","","8","67","32","668140","results_filter","0","","49","","0.008095","73","","902204","75","","","","complete","","","","minimize","15210530","","0.357082","","","","","","110","514911","28523","0"
"Huub_user_m+s","","../filters/filter.mzn","../filters/fir_2_2.dzn","OPTIMAL_SOLUTION","0.7964182775467634","","4","0.034717","","1","25","11","389","results_filter","0","","24","","0.007524","48","","2436","26","","","","complete","","","","minimize","6778","","0.17422","","","","","","39","0","0","0"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/dct_1_1.dzn","SATISFIED","1200.297943122685","","1","1199.835814","","8","67","34","3598698","results_filter","0","","49","","0.007506","57","","3654367","75","","","","complete","","","","minimize","69610213","","0.178255","","","","","","104","2597101","121343","0"
"chuffed","","../filters/filter.mzn","../filters/ar_1_3.dzn","OPTIMAL_SOLUTION","0.9649291587993503","3816","4","0.031","7820","","1242","16","496","results_filter","","","","600","0.014","52","52","","637","","7874","","","180","3175","0.03","minimize","277021","0.02","0.210203","496","-1293527681","0.0","0.0","600","41","","4","0"
"Huub_user_m+o","","../filters/filter.mzn","../filters/dct_1_1.dzn","SATISFIED","1200.6040853522718","","1","1199.876879","","8","67","34","4417507","results_filter","0","","49","","0.007491","57","","4511001","75","","","","complete","","","","minimize","46528751","","0.174539","","","","","","49","0","0","0"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/fir_2_3.dzn","OPTIMAL_SOLUTION","0.891962168738246","","3","0.03298","","1","25","10","529","results_filter","0","","32","","0.005618","48","","2371","26","","","","complete","","","","minimize","6013","","0.167221","","","","","","39","0","0","0"
"Huub_user_diffn","","../filters/filter.mzn","../filters/fir_1_4.dzn","OPTIMAL_SOLUTION","0.45047380216419697","","3","0.020001","","1","25","15","621","results_filter","0","","32","","0.005381","33","","739","26","","","","complete","","","","minimize","6034","","0.173433","","","","","","32","0","0","0"
"chuffed","","../filters/filter.mzn","../filters/dct_3_3.dzn","SATISFIED","1200.7727995850146","22843417","1","1199.691","15549","","4936","14","11778733","results_filter","","","","2424","0.042","112","111","","2503","","15662","","","606","11064572","0.441","minimize","6023250634","0.05","0.304782","11778733","-1053952148","0.0","0.0","2424","83","","1","0"
"cp-sat","","../filters/filter.mzn","../filters/dct_1_3.dzn","OPTIMAL_SOLUTION","0.777637436054647","","1","0.033702","64","","","32","5","results_filter","","32","","","","73","","","75","","","","","","","","minimize","675","","0.175868","","","","","","","","","0"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/dfq_1_1.dzn","OPTIMAL_SOLUTION","0.9228073842823505","","1","0.003432","","3","11","4","7","results_filter","0","","18","","0.004775","26","","32","14","","","","complete","","","","minimize","96","","0.231247","","","","","","20","0","0","0"
"Huub_user_m+o","","../filters/filter.mzn","../filters/ewf_2_1.dzn","OPTIMAL_SOLUTION","0.640201386064291","","2","0.009635","","8","49","21","5","results_filter","0","","35","","0.006303","69","","110","57","","","","complete","","","","minimize","856","","0.19773","","","","","","54","0","0","0"
"Huub_free_basic","","../filters/filter.mzn","../filters/ar_2_4.dzn","OPTIMAL_SOLUTION","0.5678844526410103","","3","0.050368","","4","33","11","1842","results_filter","0","","45","","0.006695","61","","2686","37","","","","complete","","","","minimize","9709","","0.230273","","","","","","49","529","43","0"
"Huub_free_decomp","","../filters/filter.mzn","../filters/ar_2_4.dzn","OPTIMAL_SOLUTION","1.0089534940198064","","2","0.037054","","4","751","11","1185","results_filter","0","","45","","0.013651","61","","3558","755","720","","","complete","180","","","minimize","133191","","0.430834","","","","","720","916","1737","0","0"
"Huub_free_decomp","","../filters/filter.mzn","../filters/dfq_1_2.dzn","OPTIMAL_SOLUTION","0.8928494118154049","","1","0.003585","","3","89","6","13","results_filter","0","","18","","0.005098","26","","43","92","80","","","complete","20","","","minimize","728","","0.170426","","","","","80","111","91","0","0"
"Huub_free_m+o","","../filters/filter.mzn","../filters/ar_1_1.dzn","OPTIMAL_SOLUTION","1.5598571728914976","","1","0.988021","","4","33","34","23339","results_filter","0","","29","","0.005529","33","","16968","37","","","","complete","","","","minimize","267857","","0.194428","","","","","","75","14356","900","0"
"cp-sat","","../filters/filter.mzn","../filters/dct_1_2.dzn","OPTIMAL_SOLUTION","0.7351223202422261","","1","0.015384","76","","","32","13","results_filter","","32","","","","73","","","75","","","","","","","","minimize","1042","","0.178079","","","","","","","","","0"
"gecode","","../filters/filter.mzn","../filters/ewf_4_3.dzn","OPTIMAL_SOLUTION","0.8422974953427911","106","2","0.014785","","","61","17","16","results_filter","","","","","0.012703","77","","","57","","77","2","","","","","minimize","622","","0.193937","","","","","","67","","0","0"
"Huub_free_m+o","","../filters/filter.mzn","../filters/dct_3_4.dzn","OPTIMAL_SOLUTION","49.72895302530378","","5","48.512932","","8","67","11","575879","results_filter","0","","97","","0.007861","105","","1460488","75","","","","complete","","","","minimize","8215846","","0.205488","","","","","","195","481631","15561","0"
"cp-sat","","../filters/filter.mzn","../filters/ewf_2_2.dzn","OPTIMAL_SOLUTION","0.5232818471267819","","3","0.019095","85","","","18","17","results_filter","","18","","","","77","","","57","","","","","","","","minimize","2520","","0.173014","","","","","","","","","0"
"Huub_free_decomp","","../filters/filter.mzn","../filters/ewf_1_2.dzn","OPTIMAL_SOLUTION","1.2207878297194839","","1","0.21001","","8","775","28","5157","results_filter","0","","35","","0.014212","51","","6381","783","728","","","complete","336","","","minimize","1468023","","0.41847","","","","","728","786","4941","340","0"
