"configuration","problem","model","data_file","status","time","flatBoolVars","failures","propagations","run","nSolutions","eliminatedImplications","flatBoolConstraints","evaluatedReifiedConstraints","trailMem","intVariables","blockType","userDecisions","peakMem","backjumps","solutions","flatIntConstraints","objective","evaluatedHalfReifiedConstraints","objectiveBound","paths","extractedViews","method","baseMem","initTime","flatIntVars","variables","solveTime","nodes","restarts","peakDepth","flatTime","intVars","nogoods","randomSeed","oracleDecisions","unifiedVariables","boolVariables","propagators"
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_false.dzn","SATISFIED","46.91906002163887","36680","210496","37740834","results_rect","1","56","11690","23912","","145","complete","135327","","","","38951","","1624","","0","36736","satisfy","","0.380596","12975","","44.455743","","4235","2104","1.33465","","","","124123","0","","2203"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp23_false.dzn","SATISFIED","717.5763216139749","17996","3368329","111745744","results_rect","1","44","5764","12276","","109","complete","3372443","","","","19460","","88","","0","18964","satisfy","","0.182191","6803","","716.236335","","0","21","0.657643","","","","0","0","","484"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_false.dzn","ALL_SOLUTIONS","0.3307792777195573","120","1314","82854","results_rect","1","60","90","","","","","","","","","177","0","120","0","0","","satisfy","","","73","","0.083761","","","","0.091106","","","","","","148",""
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp22_false.dzn","SATISFIED","70.28466298151761","15498","395660","15585746","results_rect","1","42","4956","10584","","103","complete","396284","","","","16839","","84","","0","16380","satisfy","","0.160099","5905","","69.0995","","0","20","0.586064","","","","0","0","","447"
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp22_false.dzn","SATISFIED","25.253130179829895","15498","154704","6980548","results_rect","1","42","4956","10584","","103","complete","121105","","","","16839","","84","","0","16380","satisfy","","0.160416","5905","","24.13785","","4181","119","0.591258","","","","63160","0","","447"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_false.dzn","UNKNOWN","1200.698179293424","29952","4360639","595279999","results_rect","0","52","9529","19500","","133","complete","4370524","","","","31935","","1404","","0","30004","satisfy","","0.320718","10643","","1198.566235","","0","19","1.11184","","","","0","0","","1919"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_false.dzn","ALL_SOLUTIONS","1.90850037522614","144","30243","2206681","results_rect","1","72","108","","","","","","","","","213","0","144","0","0","","satisfy","","","91","","1.6764","","","","0.095101","","","","","","293",""
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_false.dzn","SATISFIED","13.490921500138938","31266","47930","2750319","results_rect","1","54","10044","21276","","139","complete","38368","","","","33385","","108","","0","32724","satisfy","","0.333089","11593","","11.278476","","1223","1873","1.13757","","","","23977","0","","649"
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_false.dzn","SATISFIED","4.358491783030331","11780","24761","1026448","results_rect","1","38","3762","8056","","91","complete","24839","","","","12901","","76","","0","12502","satisfy","","0.123395","4543","","3.382662","","0","20","0.465938","","","","0","0","","387"
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_false.dzn","SATISFIED","21.289799206890166","17996","108629","5878521","results_rect","1","44","5764","12276","","109","complete","78768","","","","19460","","88","","0","18964","satisfy","","0.19026","6803","","19.930097","","5199","5769","0.667649","","","","87795","0","","484"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_true.dzn","SATISFIED","0.7475092625245452","6592","1188","53830","results_rect","1","32","2112","4512","","69","complete","1202","","","","7334","","64","","0","7040","satisfy","","0.073493","2603","","0.112108","","0","2094","0.304195","","","","2080","0","","282"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_true.dzn","UNKNOWN","1200.5352570554242","26208","4573323","153770663","results_rect","0","52","8424","17836","","129","complete","4579493","","","","28052","","104","","0","27456","satisfy","","0.271095","9755","","1198.775646","","0","16","0.954962","","","","0","0","","584"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_false.dzn","SATISFIED","258.583798202686","168","7122281","207704890","results_rect","1","84","126","","","","","","","","1","249","","168","","0","","satisfy","","0.00431","109","281","258.218","14244726","0","61","0.102806","","","","","","","377"
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_false.dzn","SATISFIED","203.37592594791204","19964","882642","40080745","results_rect","1","46","6394","13616","","115","complete","625149","","","","21545","","92","","0","21022","satisfy","","0.204023","7527","","201.90932","","13217","1062","0.729226","","","","425138","0","","511"
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_false.dzn","SATISFIED","1.6676837503910065","14580","3784","561842","results_rect","1","40","4610","9440","","97","complete","2444","","","","15812","","840","","0","14620","satisfy","","0.153567","5283","","0.482908","","27","5180","0.582058","","","","12082","0","","1179"
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_true.dzn","SATISFIED","1.4838939346373081","12420","3446","162051","results_rect","1","40","3980","8480","","93","complete","2606","","","","13545","","80","","0","13140","satisfy","","0.12857","4759","","0.472787","","27","65","0.499312","","","","1109","0","","393"
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_true.dzn","UNKNOWN","1200.592341080308","23875","4861152","161625859","results_rect","0","50","7675","16250","","123","complete","4865035","","","","25593","","100","","0","25025","satisfy","","0.251289","8904","","1198.903889","","0","16","0.84146","","","","0","0","","556"
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_true.dzn","SATISFIED","1.916739464737475","16258","4252","204467","results_rect","1","44","5214","11088","","105","complete","2587","","","","17603","","88","","0","17138","satisfy","","0.170595","6161","","0.722445","","83","75","0.617839","","","","2454","0","","453"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_false.dzn","SATISFIED","4.405339262448251","11780","24761","1026448","results_rect","1","38","3762","8056","","91","complete","24839","","","","12901","","76","","0","12502","satisfy","","0.12364","4543","","3.434089","","0","20","0.464484","","","","0","0","","387"
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_false.dzn","SATISFIED","1.431414047256112","11780","3492","166537","results_rect","1","38","3762","8056","","91","complete","2606","","","","12901","","76","","0","12502","satisfy","","0.124546","4543","","0.466115","","27","66","0.465321","","","","1166","0","","387"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_true.dzn","ALL_SOLUTIONS","746.941435361281","192","10452600","966353428","results_rect","1","96","144","","","","","","","","","283","0","192","0","0","","satisfy","","","123","","746.602","","","","0.095194","","","","","","532",""
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_true.dzn","UNKNOWN","1200.6731553385034","27508","4574857","555190727","results_rect","0","52","8749","17836","","129","complete","4580818","","","","29351","","1404","","0","27456","satisfy","","0.301843","9755","","1198.666073","","0","16","1.02949","","","","0","0","","1883"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","SATISFIED","22.075914964079857","13820","141489","5435243","results_rect","1","40","4420","9440","","97","complete","141756","","","","15053","","80","","0","14620","satisfy","","0.141301","5283","","20.947272","","0","21","0.569581","","","","0","0","","421"
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_true.dzn","SATISFIED","4.605767915025353","27508","14723","2464721","results_rect","1","52","8749","17836","","129","complete","9964","","","","29351","","1404","","0","27456","satisfy","","0.28206","9755","","2.743773","","203","1536","1.03626","","","","8014","0","","1883"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","SATISFIED","3.639408156275749","9162","24681","906311","results_rect","1","36","2934","6264","","81","complete","24747","","","","10085","","72","","0","9738","satisfy","","0.100485","3561","","2.768474","","0","19","0.387094","","","","0","0","","335"
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","SATISFIED","0.8178256377577782","8007","1606","69320","results_rect","1","34","2567","5474","","75","complete","1307","","","","8841","","68","","0","8517","satisfy","","0.084508","3124","","0.144436","","86","2548","0.341903","","","","3096","0","","312"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_false.dzn","ALL_SOLUTIONS","2.01233187969774","136","32984","2194805","results_rect","1","68","102","","","","","","","","","201","0","136","0","0","","satisfy","","","85","","1.76817","","","","0.095359","","","","","","251",""
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_false.dzn","SATISFIED","3.682985173538327","10368","22182","855316","results_rect","1","36","3312","7092","","85","complete","22260","","","","11390","","72","","0","11016","satisfy","","0.111531","4015","","2.775216","","0","19","0.414793","","","","0","0","","362"
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","SATISFIED","4.512744219042361","9162","30302","1347984","results_rect","1","36","2934","6264","","81","complete","26251","","","","10085","","72","","0","9738","satisfy","","0.097687","3561","","3.767483","","871","2934","0.378957","","","","11845","0","","335"
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_true.dzn","SATISFIED","1.6380808157846332","15372","3828","574912","results_rect","1","42","4872","9912","","99","complete","2443","","","","16608","","924","","0","15330","satisfy","","0.160177","5523","","0.504706","","27","5501","0.591507","","","","12829","0","","1265"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_false.dzn","SATISFIED","3.858942869119346","136","120774","5499248","results_rect","1","68","102","","","","","","","","1","201","","136","","0","","satisfy","","0.001965","85","225","3.60994","241576","0","43","0.090439","","","","","","","305"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_false.dzn","SATISFIED","1.750170312821865","874","22882","9508649","results_rect","1","38","323","760","0.04","","","","0.0","864","","908","","76","","0","","satisfy","0.0","0.021","97","12414","1.476","23765","0","20","0.108581","117","22882","-2144513483","","","12295","1621"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_false.dzn","SATISFIED","3.7119804825633764","10368","22150","831686","results_rect","1","36","3312","7092","","85","complete","22220","","","","11390","","72","","0","11016","satisfy","","0.118352","4015","","2.803768","","0","19","0.421386","","","","0","0","","362"
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_true.dzn","UNKNOWN","1200.551320192404","26208","4542261","152775833","results_rect","0","52","8424","17836","","129","complete","4548363","","","","28052","","104","","0","27456","satisfy","","0.274852","9755","","1198.720056","","0","16","1.00152","","","","0","0","","584"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","ALL_SOLUTIONS","2.1135048931464553","144","32983","2201001","results_rect","1","72","108","","","","","","","","","211","0","144","0","0","","satisfy","","","87","","1.87269","","","","0.098679","","","","","","270",""
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_false.dzn","SATISFIED","4.1686429707333446","12464","24142","2867069","results_rect","1","38","3933","8056","","91","complete","24220","","","","13584","","760","","0","12502","satisfy","","0.134742","4543","","3.121683","","0","82","0.535511","","","","63","0","","1069"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","SATISFIED","21.686949534341693","14580","141432","16362248","results_rect","1","40","4610","9440","","97","complete","141707","","","","15812","","840","","0","14620","satisfy","","0.154325","5283","","20.591073","","0","102","0.581086","","","","81","0","","1179"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp22_false.dzn","SATISFIED","70.4280646936968","15498","396337","15719345","results_rect","1","42","4956","10584","","103","complete","396985","","","","16839","","84","","0","16380","satisfy","","0.160665","5905","","69.241105","","0","21","0.583734","","","","0","0","","447"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","SATISFIED","3.448500519618392","9162","24680","907862","results_rect","1","36","2934","6264","","81","complete","24749","","","","10085","","72","","0","9738","satisfy","","0.093865","3561","","2.656741","","0","19","0.357129","","","","0","0","","335"
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_true.dzn","SATISFIED","1.9033690998330712","16258","4252","205928","results_rect","1","44","5214","11088","","105","complete","2587","","","","17603","","88","","0","17138","satisfy","","0.167293","6161","","0.756666","","83","76","0.609477","","","","2455","0","","453"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_true.dzn","SATISFIED","0.9056745618581772","7072","1184","136933","results_rect","1","32","2232","4512","","69","complete","1198","","","","7813","","544","","0","7040","satisfy","","0.081133","2603","","0.108514","","0","2625","0.333121","","","","2611","0","","758"
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_true.dzn","SATISFIED","44.0113458763808","20856","201097","10732200","results_rect","1","48","6696","14208","","117","complete","152425","","","","22441","","96","","0","21912","satisfy","","0.218324","7827","","42.563048","","6041","1124","0.76502","","","","124771","0","","517"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","SATISFIED","11.18754973821342","144","275139","19009572","results_rect","1","72","108","","","","","","","","1","211","","144","","0","","satisfy","","0.001943","87","233","10.9311","550308","0","47","0.092487","","","","","","","321"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_true.dzn","UNKNOWN","1200.9174391813576","39570","4261563","178827648","results_rect","0","60","12750","26880","","153","complete","4265200","","","","41991","","120","","0","41250","satisfy","","0.41638","14529","","1198.192952","","0","18","1.38703","","","","0","0","","729"
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_false.dzn","SATISFIED","2.569492945447564","10368","14320","599375","results_rect","1","36","3312","7092","","85","complete","10237","","","","11390","","72","","0","11016","satisfy","","0.114014","4015","","1.739539","","291","270","0.410869","","","","5616","0","","362"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","UNKNOWN","1200.3693767609075","1792","6800693","4535025735","results_rect","0","56","602","1624","0.05","","","","0.0","189264","","1842","","112","","0","","satisfy","0.0","0.048","147","29784","1199.84","6989968","0","16","0.157914","176","6800693","1164617963","","","29606","3399"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","UNKNOWN","1200.8435817435384","36453","4155612","164726067","results_rect","0","58","11745","24766","","147","complete","4163653","","","","38729","","116","","0","38019","satisfy","","0.38683","13406","","1198.236484","","0","19","1.37726","","","","0","0","","698"
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","SATISFIED","0.8413265626877546","8551","1606","184817","results_rect","1","34","2703","5474","","75","complete","1307","","","","9384","","612","","0","8517","satisfy","","0.090859","3124","","0.139071","","86","3189","0.354982","","","","3737","0","","852"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_false.dzn","SATISFIED","738.0028534755111","17996","3370525","111627622","results_rect","1","44","5764","12276","","109","complete","3374679","","","","19460","","88","","0","18964","satisfy","","0.182601","6803","","736.709937","","0","21","0.671948","","","","0","0","","484"
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp23_false.dzn","SATISFIED","3.293510504066944","17996","13556","826329","results_rect","1","44","5764","12276","","109","complete","9781","","","","19460","","88","","0","18964","satisfy","","0.17981","6803","","1.998418","","559","5769","0.648636","","","","19394","0","","484"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_false.dzn","UNKNOWN","1200.8184639979154","35168","4360995","172804008","results_rect","0","56","11312","23912","","145","complete","4369367","","","","37440","","112","","0","36736","satisfy","","0.386062","12975","","1198.350901","","0","18","1.26286","","","","0","0","","692"
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","SATISFIED","0.8326461212709546","8007","1579","71566","results_rect","1","34","2567","5474","","75","complete","1297","","","","8841","","68","","0","8517","satisfy","","0.085436","3124","","0.156894","","108","2548","0.340973","","","","3145","0","","312"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_false.dzn","UNKNOWN","1200.339335235767","1344","7494517","3672001393","results_rect","0","48","468","1200","0.05","","","","0.0","238093","","1388","","96","","0","","satisfy","0.0","0.036","127","22876","1199.864","7732619","0","16","0.132751","152","7494517","1090564638","","","22722","2531"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","SATISFIED","0.7999447919428349","8007","1343","53608","results_rect","1","34","2567","5474","","75","complete","1358","","","","8841","","68","","0","8517","satisfy","","0.085793","3124","","0.125471","","0","2548","0.337849","","","","2533","0","","312"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","SATISFIED","3.489751593209803","9162","24668","886680","results_rect","1","36","2934","6264","","81","complete","24739","","","","10085","","72","","0","9738","satisfy","","0.092916","3561","","2.784263","","0","18","0.35925","","","","0","0","","335"
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_false.dzn","UNKNOWN","1200.7311558192596","38222","4349770","181451000","results_rect","0","58","12296","25984","","151","complete","4353419","","","","40639","","116","","0","39904","satisfy","","0.405034","14077","","1198.262395","","0","18","1.32843","","","","0","0","","723"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_true.dzn","UNKNOWN","1200.4577985452488","1674","6272744","3576829490","results_rect","0","54","567","1512","0.05","","","","0.0","352359","","1722","","108","","0","","satisfy","0.0","0.047","141","29090","1199.835","6625114","0","19","0.161175","169","6272744","-1997654187","","","28919","3169"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp22_false.dzn","ALL_SOLUTIONS","42.3093691682443","168","620301","51523272","results_rect","1","84","126","","","","","","","","","249","0","168","0","0","","satisfy","","","109","","42.0422","","","","0.107451","","","","","","435",""
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","SATISFIED","22.012675465084612","13820","141489","5408353","results_rect","1","40","4420","9440","","97","complete","141761","","","","15053","","80","","0","14620","satisfy","","0.13986","5283","","21.034523","","0","21","0.517494","","","","0","0","","421"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_false.dzn","SATISFIED","22.824509538710117","13820","141489","5435243","results_rect","1","40","4420","9440","","97","complete","141756","","","","15053","","80","","0","14620","satisfy","","0.14507","5283","","21.768188","","0","21","0.552604","","","","0","0","","421"
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_false.dzn","SATISFIED","46.246040873229504","25175","221063","11345391","results_rect","1","50","8075","17150","","127","complete","148844","","","","27015","","100","","0","26425","satisfy","","0.275647","9408","","44.462324","","6669","1047","0.970631","","","","134931","0","","578"
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_false.dzn","SATISFIED","10.552020780742168","25175","47925","2390131","results_rect","1","50","8075","17150","","127","complete","33364","","","","27015","","100","","0","26425","satisfy","","0.270787","9408","","8.794628","","1421","541","0.956277","","","","27370","0","","578"
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","SATISFIED","88.688537244685","32452","339909","19983511","results_rect","1","56","10444","22064","","141","complete","237895","","","","34575","","112","","0","33908","satisfy","","0.349764","11991","","86.485121","","9795","1968","1.20815","","","","237872","0","","655"
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","SATISFIED","6.534963178448379","33964","19403","3516865","results_rect","1","56","10822","22064","","141","complete","14601","","","","36086","","1624","","0","33908","satisfy","","0.354147","11991","","4.345442","","85","1956","1.19535","","","","8062","0","","2166"
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_false.dzn","SATISFIED","8.613962767645717","29952","24754","5384457","results_rect","1","52","9529","19500","","133","complete","17306","","","","31935","","1404","","0","30004","satisfy","","0.339586","10643","","6.448205","","685","2446","1.10147","","","","16341","0","","1919"
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_false.dzn","SATISFIED","0.922318710014224","6165","1347","66359","results_rect","1","30","1965","4230","","67","complete","1097","","","","6903","","60","","0","6615","satisfy","","0.073341","2458","","0.126242","","81","1952","0.324126","","","","2436","0","","276"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp23_false.dzn","ALL_SOLUTIONS","434.8100369591266","176","6160276","574550905","results_rect","1","88","132","","","","","","","","","261","0","176","0","0","","satisfy","","","115","","434.348","","","","0.104517","","","","","","607",""
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_false.dzn","UNKNOWN","1200.1648414274678","184","31509841","845072070","results_rect","0","92","138","","","","","","","","0","273","","184","","0","","satisfy","","0.005011","121","309","1199.9","63019794","0","57","0.092583","","","","","","","413"
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_true.dzn","SATISFIED","95.23063181899488","23875","406243","19141600","results_rect","1","50","7675","16250","","123","complete","314320","","","","25593","","100","","0","25025","satisfy","","0.251969","8904","","93.460154","","7787","138","0.859144","","","","180554","0","","556"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_false.dzn","ALL_SOLUTIONS","427.5185180241242","176","6160276","574550905","results_rect","1","88","132","","","","","","","","","261","0","176","0","0","","satisfy","","","115","","427.153","","","","0.093483","","","","","","607",""
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_true.dzn","SATISFIED","56.001600126735866","41310","229713","43636260","results_rect","1","60","13185","26880","","153","complete","165503","","","","43730","","1860","","0","41250","satisfy","","0.432281","14529","","53.293259","","3117","2001","1.41458","","","","105688","0","","2468"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp22_false.dzn","SATISFIED","71.97450865060091","15498","396068","15109625","results_rect","1","42","4956","10584","","103","complete","396683","","","","16839","","84","","0","16380","satisfy","","0.1597","5905","","70.866659","","0","20","0.585276","","","","0","0","","447"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","SATISFIED","3.503921461291611","9162","24681","906311","results_rect","1","36","2934","6264","","81","complete","24747","","","","10085","","72","","0","9738","satisfy","","0.0945","3561","","2.730042","","0","19","0.357291","","","","0","0","","335"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_false.dzn","SATISFIED","3.4719666056334972","8636","24669","884461","results_rect","1","34","2754","5916","","79","complete","24734","","","","9555","","68","","0","9214","satisfy","","0.09399","3383","","2.757963","","0","17","0.362525","","","","0","0","","329"
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp23_false.dzn","SATISFIED","721.0733923092484","17996","3360107","111062060","results_rect","1","44","5764","12276","","109","complete","3364271","","","","19460","","88","","0","18964","satisfy","","0.180205","6803","","719.780877","","0","21","0.673398","","","","0","0","","484"
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp22_false.dzn","SATISFIED","26.175754732452333","15498","154559","6968071","results_rect","1","42","4956","10584","","103","complete","121115","","","","16839","","84","","0","16380","satisfy","","0.15988","5905","","24.999333","","4181","114","0.589445","","","","62971","0","","447"
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","SATISFIED","55.6400974933058","32452","204753","12141076","results_rect","1","56","10444","22064","","141","complete","152601","","","","34575","","112","","0","33908","satisfy","","0.343091","11991","","53.445515","","6153","1968","1.1634","","","","141567","0","","655"
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","SATISFIED","21.57962644752115","13820","141489","5435243","results_rect","1","40","4420","9440","","97","complete","141756","","","","15053","","80","","0","14620","satisfy","","0.140986","5283","","20.529228","","0","21","0.52364","","","","0","0","","421"
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp26_false.dzn","SATISFIED","4.49795953091234","26375","14661","2386879","results_rect","1","50","8375","17150","","127","complete","9964","","","","28214","","1300","","0","26425","satisfy","","0.272714","9408","","2.62784","","203","1466","1.02443","","","","7764","0","","1777"
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_false.dzn","SATISFIED","15.30082252714783","17996","80967","3802732","results_rect","1","44","5764","12276","","109","complete","51251","","","","19460","","88","","0","18964","satisfy","","0.190622","6803","","13.989397","","2081","915","0.681049","","","","48098","0","","484"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_true.dzn","SATISFIED","1.7698477134108543","960","22882","10228369","results_rect","1","40","350","840","0.04","","","","0.0","1101","","994","","80","","0","","satisfy","0.0","0.022","99","12936","1.499","24005","0","23","0.111132","120","22882","-137627590","","","12814","1783"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_false.dzn","SATISFIED","0.33621880505234003","120","3010","158957","results_rect","1","60","90","","","","","","","","1","177","","120","","0","","satisfy","","0.001657","73","197","0.07844","6036","0","26","0.093497","","","","","","","269"
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_true.dzn","SATISFIED","92.94599296804518","23875","406221","19223716","results_rect","1","50","7675","16250","","123","complete","314319","","","","25593","","100","","0","25025","satisfy","","0.24928","8904","","91.342025","","7787","103","0.844118","","","","180492","0","","556"
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_false.dzn","SATISFIED","137.63959548342973","19964","622829","31040634","results_rect","1","46","6394","13616","","115","complete","494762","","","","21545","","92","","0","21022","satisfy","","0.210147","7527","","136.22496","","15339","1062","0.73862","","","","315658","0","","511"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","UNKNOWN","1200.6449734745547","32452","3942230","157585387","results_rect","0","56","10444","22064","","141","complete","3944760","","","","34575","","112","","0","33908","satisfy","","0.34408","11991","","1198.487592","","0","16","1.16573","","","","0","0","","655"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","UNKNOWN","1200.8174332156777","38077","4333646","636718429","results_rect","0","58","12151","24766","","147","complete","4342038","","","","40352","","1740","","0","38019","satisfy","","0.403149","13406","","1198.216416","","0","19","1.37629","","","","0","0","","2321"
