"configuration","problem","model","data_file","status","time","flatTime","nSolutions","nogoods","extractedViews","propagations","boolVariables","evaluatedHalfReifiedConstraints","oracleDecisions","userDecisions","run","flatBoolConstraints","nodes","intVars","failures","intVariables","unifiedVariables","evaluatedReifiedConstraints","flatIntConstraints","paths","baseMem","backjumps","peakDepth","restarts","flatIntVars","solutions","variables","method","randomSeed","initTime","trailMem","flatBoolVars","eliminatedImplications","propagators","blockType","peakMem","objective","solveTime","objectiveBound"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_false.dzn","SATISFIED","3.858942869119346","0.090439","1","","","5499248","","136","","","results_rect","102","241576","","120774","","","","201","0","","","43","0","85","1","225","satisfy","","0.001965","","136","68","305","","","","3.60994",""
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_false.dzn","SATISFIED","1.750170312821865","0.108581","1","22882","","9508649","12295","76","","","results_rect","323","23765","117","22882","","","760","908","0","0.0","864","20","0","97","","12414","satisfy","-2144513483","0.021","0.04","874","38","1621","","0.0","","1.476",""
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_false.dzn","SATISFIED","3.601127104833722","0.436565","1","","11016","849592","","72","0","22223","results_rect","3312","","","22153","85","0","7092","11390","0","","","19","0","4015","","","satisfy","","0.11397","","10368","36","362","complete","","","2.702878",""
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","ALL_SOLUTIONS","2.1135048931464553","0.098679","1","","","2201001","270","144","","","results_rect","108","","","32983","","","","211","0","","","","","87","","","satisfy","","","","144","72","","","","0","1.87269","0"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_false.dzn","SATISFIED","4.080277031287551","0.503957","1","","12502","2867069","","760","63","24220","results_rect","3933","","","24142","91","0","8056","13584","0","","","82","0","4543","","","satisfy","","0.133546","","12464","38","1069","complete","","","3.134023",""
"Huub_vsids_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_false.dzn","SATISFIED","1.447995850816369","0.569613","1","","14620","116399","","80","6417","0","results_rect","4420","","","1588","97","0","9440","15053","0","","","4419","15","5283","","","satisfy","","0.144915","","13820","40","421","complete","","","0.295652",""
"Huub_vsids_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_false.dzn","SATISFIED","1.2764931954443455","0.539134","1","","14620","94144","","80","5849","0","results_rect","4420","","","1171","97","0","9440","15053","0","","","4408","4","5283","","","satisfy","","0.142958","","13820","40","421","complete","","","0.251943",""
"Huub_vsids_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","SATISFIED","0.7925656605511904","0.344706","1","","8517","48684","","68","3832","0","results_rect","2567","","","1027","75","0","5474","8841","0","","","2589","0","3124","","","satisfy","","0.086668","","8007","34","312","complete","","","0.113806",""
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","SATISFIED","21.22973967436701","0.58055","1","","14620","16362248","","840","81","141707","results_rect","4610","","","141432","97","0","9440","15812","0","","","102","0","5283","","","satisfy","","0.150815","","14580","40","1179","complete","","","20.065213",""
"Huub_user_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_false.dzn","SATISFIED","22.99546810053289","0.609064","1","","14620","5427004","","80","0","141885","results_rect","4420","","","141619","97","0","9440","15053","0","","","21","0","5283","","","satisfy","","0.148284","","13820","40","421","complete","","","21.782469",""
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp22_false.dzn","SATISFIED","74.24330229964107","0.633757","1","","16380","15719345","","84","0","396985","results_rect","4956","","","396337","103","0","10584","16839","0","","","21","0","5905","","","satisfy","","0.160417","","15498","42","447","complete","","","72.994417",""
"Huub_vsids_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp23_false.dzn","SATISFIED","1.6799222836270928","0.643736","1","","18964","198211","","88","20580","0","results_rect","5764","","","2825","109","0","12276","19460","0","","","5808","10","6803","","","satisfy","","0.176212","","17996","44","484","complete","","","0.477817",""
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","SATISFIED","3.685674514621496","0.38722","1","","9738","907862","","72","0","24749","results_rect","2934","","","24680","81","0","6264","10085","0","","","19","0","3561","","","satisfy","","0.096908","","9162","36","335","complete","","","2.803916",""
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_true.dzn","SATISFIED","2.0635501509532332","0.619683","1","","17138","205928","","88","2455","2587","results_rect","5214","","","4252","105","0","11088","17603","0","","","76","83","6161","","","satisfy","","0.168969","","16258","44","453","complete","","","0.872063",""
"Huub_vsids_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_true.dzn","SATISFIED","2.224063132889569","1.06378","1","","31131","100998","","108","17593","0","results_rect","9585","","","533","135","0","20250","31769","0","","","9795","8","11022","","","satisfy","","0.315655","","29781","54","626","complete","","","0.260399",""
"Huub_vsids_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","SATISFIED","0.9449241748079658","0.39303","1","","8517","44705","","68","3709","0","results_rect","2567","","","862","75","0","5474","8841","0","","","2595","2","3124","","","satisfy","","0.086983","","8007","34","312","complete","","","0.099039",""
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_true.dzn","SATISFIED","0.7491594832390547","0.324894","1","","7040","136933","","544","2611","1198","results_rect","2232","","","1184","69","0","4512","7813","0","","","2625","0","2603","","","satisfy","","0.076294","","7072","32","758","complete","","","0.108168",""
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","SATISFIED","11.18754973821342","0.092487","1","","","19009572","","144","","","results_rect","108","550308","","275139","","","","211","0","","","47","0","87","1","233","satisfy","","0.001943","","144","72","321","","","","10.9311",""
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_true.dzn","UNKNOWN","1200.9318761164322","1.4518","0","","41250","180371335","","120","0","4327441","results_rect","12750","","","4323768","153","0","26880","41991","0","","","18","0","14529","","","satisfy","","0.421659","","39570","60","729","complete","","","1198.1256",""
"Huub_vsids_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_false.dzn","SATISFIED","1.854338995181024","0.706759","1","","18964","554743","","1012","10494","0","results_rect","5995","","","2857","109","0","12276","20383","0","","","6693","3","6803","","","satisfy","","0.189283","","18920","44","1407","complete","","","0.494073",""
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","UNKNOWN","1200.3693767609075","0.157914","0","6800693","","4535025735","29606","112","","","results_rect","602","6989968","176","6800693","","","1624","1842","0","0.0","189264","16","0","147","","29784","satisfy","1164617963","0.048","0.05","1792","56","3399","","0.0","","1199.84",""
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","UNKNOWN","1200.7485160296783","1.34281","0","","38019","167060401","","116","0","4215609","results_rect","11745","","","4207365","147","0","24766","38729","0","","","19","0","13406","","","satisfy","","0.384743","","36453","58","698","complete","","","1198.273016",""
"Huub_vsids_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_true.dzn","SATISFIED","2.757538582198322","1.03495","1","","27456","984685","","1404","15921","0","results_rect","8749","","","3282","129","0","17836","29351","0","","","9741","22","9755","","","satisfy","","0.282909","","27508","52","1883","complete","","","0.887065",""
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","SATISFIED","0.9838745528832078","0.381944","1","","8517","184817","","612","3737","1307","results_rect","2703","","","1606","75","0","5474","9384","0","","","3189","86","3124","","","satisfy","","0.092146","","8551","34","852","complete","","","0.138337",""
"Huub_vsids_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_false.dzn","SATISFIED","1.934636757709086","0.672921","1","","18964","239046","","88","9297","0","results_rect","5764","","","2956","109","0","12276","19460","0","","","5769","6","6803","","","satisfy","","0.183872","","17996","44","484","complete","","","0.674222",""
"Huub_vsids_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_true.dzn","SATISFIED","0.7293946240097284","0.319284","1","","7040","42841","","64","3173","0","results_rect","2112","","","832","69","0","4512","7334","0","","","2130","0","2603","","","satisfy","","0.073642","","6592","32","282","complete","","","0.096392",""
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_false.dzn","SATISFIED","765.6266755294055","0.687864","1","","18964","111627622","","88","0","3374679","results_rect","5764","","","3370525","109","0","12276","19460","0","","","21","0","6803","","","satisfy","","0.186979","","17996","44","484","complete","","","764.179909",""
"Huub_free_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_true.dzn","SATISFIED","2.0061952769756317","0.630096","1","","17138","205928","","88","2455","2587","results_rect","5214","","","4252","105","0","11088","17603","0","","","76","83","6161","","","satisfy","","0.164494","","16258","44","453","complete","","","0.75215",""
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp23_false.dzn","SATISFIED","4.0771128330379725","0.616969","1","","18964","1091400","","88","24821","10336","results_rect","5764","","","19485","109","0","12276","19460","0","","","5769","509","6803","","","satisfy","","0.17086","","17996","44","484","complete","","","2.88736",""
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_false.dzn","UNKNOWN","1200.8767244340852","1.27405","0","","36736","171238327","","112","0","4327887","results_rect","11312","","","4319618","145","0","23912","37440","0","","","18","0","12975","","","satisfy","","0.372188","","35168","56","692","complete","","","1198.345721",""
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","SATISFIED","0.9486053753644228","0.342366","1","","8517","71566","","68","3145","1297","results_rect","2567","","","1579","75","0","5474","8841","0","","","2548","108","3124","","","satisfy","","0.087821","","8007","34","312","complete","","","0.176606",""
"Huub_free_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_false.dzn","SATISFIED","2.4105701027438045","0.360295","1","","9214","662569","","68","10665","9051","results_rect","2754","","","14359","79","0","5916","9555","0","","","2755","487","3383","","","satisfy","","0.093185","","8636","34","329","complete","","","1.697352",""
"Huub_vsids_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_false.dzn","SATISFIED","0.765189653262496","0.328818","1","","8032","48418","","64","3651","0","results_rect","2400","","","1027","73","0","5152","8350","0","","","2408","0","2959","","","satisfy","","0.081656","","7520","32","306","complete","","","0.110164",""
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_false.dzn","UNKNOWN","1200.339335235767","0.132751","0","7494517","","3672001393","22722","96","","","results_rect","468","7732619","152","7494517","","","1200","1388","0","0.0","238093","16","0","127","","22876","satisfy","1090564638","0.036","0.05","1344","48","2531","","0.0","","1199.864",""
"Huub_vsids_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_false.dzn","SATISFIED","2.858350326307118","0.958816","1","","26425","315668","","100","14817","0","results_rect","8075","","","4377","127","0","17150","27015","0","","","8264","24","9408","","","satisfy","","0.264749","","25175","50","578","complete","","","1.119002",""
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","SATISFIED","0.9630420161411166","0.372722","1","","8517","53608","","68","2533","1358","results_rect","2567","","","1343","75","0","5474","8841","0","","","2548","0","3124","","","satisfy","","0.089165","","8007","34","312","complete","","","0.126619",""
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","SATISFIED","3.579220271669328","0.401228","1","","9738","907759","","72","0","24777","results_rect","2934","","","24710","81","0","6264","10085","0","","","19","0","3561","","","satisfy","","0.096089","","9162","36","335","complete","","","2.741521",""
"Huub_free_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_false.dzn","SATISFIED","24.16758554149419","0.600198","1","","16380","6198497","","84","61327","99803","results_rect","4956","","","132248","103","0","10584","16839","0","","","74","4099","5905","","","satisfy","","0.16235","","15498","42","447","complete","","","23.040457",""
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_true.dzn","UNKNOWN","1200.4577985452488","0.161175","0","6272744","","3576829490","28919","108","","","results_rect","567","6625114","169","6272744","","","1512","1722","0","0.0","352359","19","0","141","","29090","satisfy","-1997654187","0.047","0.05","1674","54","3169","","0.0","","1199.835",""
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp22_false.dzn","ALL_SOLUTIONS","42.3093691682443","0.107451","1","","","51523272","435","168","","","results_rect","126","","","620301","","","","249","0","","","","","109","","","satisfy","","","","168","84","","","","0","42.0422","0"
"Huub_vsids_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_true.dzn","SATISFIED","0.6806737082079053","0.298296","1","","7040","34982","","64","2968","0","results_rect","2112","","","648","69","0","4512","7334","0","","","2118","0","2603","","","satisfy","","0.073764","","6592","32","282","complete","","","0.079179",""
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","SATISFIED","22.33508540596813","0.567242","1","","14620","5433107","","80","0","141950","results_rect","4420","","","141688","97","0","9440","15053","0","","","21","0","5283","","","satisfy","","0.14403","","13820","40","421","complete","","","21.228339",""
"Huub_vsids_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_true.dzn","SATISFIED","2.5238697389140725","1.0259","1","","27456","227784","","104","13664","0","results_rect","8424","","","2090","129","0","17836","28052","0","","","8531","81","9755","","","satisfy","","0.275986","","26208","52","584","complete","","","0.584988",""
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_false.dzn","SATISFIED","22.35309136658907","0.546957","1","","14620","5433107","","80","0","141950","results_rect","4420","","","141688","97","0","9440","15053","0","","","21","0","5283","","","satisfy","","0.148994","","13820","40","421","complete","","","21.308974",""
"Huub_vsids_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","SATISFIED","1.3516018288210034","0.55174","1","","14620","94144","","80","5849","0","results_rect","4420","","","1171","97","0","9440","15053","0","","","4408","4","5283","","","satisfy","","0.142634","","13820","40","421","complete","","","0.244022",""
"Huub_vsids_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_true.dzn","SATISFIED","1.3390705846250057","0.56727","1","","15330","95217","","84","6109","0","results_rect","4662","","","1171","99","0","9912","15769","0","","","4668","4","5523","","","satisfy","","0.153354","","14532","42","427","complete","","","0.263847",""
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_false.dzn","SATISFIED","11.92791205458343","0.951305","1","","26425","2390131","","100","27370","33364","results_rect","8075","","","47925","127","0","17150","27015","0","","","541","1421","9408","","","satisfy","","0.263315","","25175","50","578","complete","","","10.191699",""
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","SATISFIED","90.12064930982888","1.17851","1","","33908","19983511","","112","237872","237895","results_rect","10444","","","339909","141","0","22064","34575","0","","","1968","9795","11991","","","satisfy","","0.344339","","32452","56","655","complete","","","87.957926",""
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","SATISFIED","6.882563307881355","1.25378","1","","33908","3516865","","1624","8062","14601","results_rect","10822","","","19403","141","0","22064","36086","0","","","1956","85","11991","","","satisfy","","0.358639","","33964","56","2166","complete","","","4.576562",""
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_false.dzn","SATISFIED","8.959132900461555","1.1443","1","","30004","5384457","","1404","16341","17306","results_rect","9529","","","24754","133","0","19500","31935","0","","","2446","685","10643","","","satisfy","","0.319207","","29952","52","1919","complete","","","6.840479",""
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_false.dzn","SATISFIED","0.8147403616458178","0.287276","1","","6615","66259","","60","2466","1076","results_rect","1965","","","1360","67","0","4230","6903","0","","","1960","83","2458","","","satisfy","","0.068437","","6165","30","276","complete","","","0.130998",""
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp23_false.dzn","ALL_SOLUTIONS","434.8100369591266","0.104517","1","","","574550905","607","176","","","results_rect","132","","","6160276","","","","261","0","","","","","115","","","satisfy","","","","176","88","","","","0","434.348","0"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_false.dzn","UNKNOWN","1200.1648414274678","0.092583","0","","","845072070","","184","","","results_rect","138","63019794","","31509841","","","","273","0","","","57","0","121","0","309","satisfy","","0.005011","","184","92","413","","","","1199.9",""
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_true.dzn","SATISFIED","92.87201134301722","0.851738","1","","25025","19223681","","100","180491","314319","results_rect","7675","","","406221","123","0","16250","25593","0","","","102","7787","8904","","","satisfy","","0.253274","","23875","50","556","complete","","","91.269449",""
"Huub_free_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","SATISFIED","6.718245562165976","1.29578","1","","38019","1057064","","116","12272","12592","results_rect","11745","","","17157","147","0","24766","38729","0","","","2345","463","13406","","","satisfy","","0.384206","","36453","58","698","complete","","","4.347858",""
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_false.dzn","ALL_SOLUTIONS","427.5185180241242","0.093483","1","","","574550905","607","176","","","results_rect","132","","","6160276","","","","261","0","","","","","115","","","satisfy","","","","176","88","","","","0","427.153","0"
"Huub_vsids_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_false.dzn","SATISFIED","2.9096724949777126","1.02604","1","","26425","323487","","100","21348","0","results_rect","8075","","","3463","127","0","17150","27015","0","","","8109","13","9408","","","satisfy","","0.264855","","25175","50","578","complete","","","1.058717",""
"Huub_vsids_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_false.dzn","SATISFIED","2.725258121266961","1.35586","1","","39904","75313","","116","21918","0","results_rect","12296","","","262","151","0","25984","40639","0","","","12434","2","14077","","","satisfy","","0.397911","","38222","58","723","complete","","","0.23884",""
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_true.dzn","SATISFIED","58.35457249265164","1.44531","1","","41250","43636260","","1860","105688","165503","results_rect","13185","","","229713","153","0","26880","43730","0","","","2001","3117","14529","","","satisfy","","0.427634","","41310","60","2468","complete","","","55.720524",""
"Huub_vsids_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_false.dzn","SATISFIED","2.8576615136116743","1.46671","1","","39904","81134","","116","21908","0","results_rect","12296","","","262","151","0","25984","40639","0","","","12427","2","14077","","","satisfy","","0.402729","","38222","58","723","complete","","","0.230417",""
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp22_false.dzn","SATISFIED","72.51304575335234","0.642652","1","","16380","15537005","","84","0","396101","results_rect","4956","","","395464","103","0","10584","16839","0","","","20","0","5905","","","satisfy","","0.161236","","15498","42","447","complete","","","71.230524",""
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","SATISFIED","3.521156541071832","0.370039","1","","9738","907759","","72","0","24777","results_rect","2934","","","24710","81","0","6264","10085","0","","","19","0","3561","","","satisfy","","0.097749","","9162","36","335","complete","","","2.784122",""
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_false.dzn","SATISFIED","3.3661781465634704","0.358316","1","","9214","905055","","68","0","24758","results_rect","2754","","","24703","79","0","5916","9555","0","","","18","0","3383","","","satisfy","","0.093481","","8636","34","329","complete","","","2.633311",""
"Huub_vsids_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_false.dzn","SATISFIED","1.584247917868197","0.591301","1","","16380","214191","","84","12616","0","results_rect","4956","","","2414","103","0","10584","16839","0","","","4983","2","5905","","","satisfy","","0.161545","","15498","42","447","complete","","","0.468503",""
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp22_false.dzn","SATISFIED","22.088867584243417","0.605944","1","","16380","5807098","","84","60151","89809","results_rect","4956","","","122202","103","0","10584","16839","0","","","105","3921","5905","","","satisfy","","0.159802","","15498","42","447","complete","","","20.960017",""
"Huub_user_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_false.dzn","SATISFIED","73.4633239870891","0.603719","1","","16380","15605900","","84","0","397031","results_rect","4956","","","396372","103","0","10584","16839","0","","","21","0","5905","","","satisfy","","0.163733","","15498","42","447","complete","","","72.299088",""
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","SATISFIED","394.059778733179","1.1581","1","","33908","69689932","","112","801919","852462","results_rect","10444","","","1266649","141","0","22064","34575","0","","","1968","25247","11991","","","satisfy","","0.345427","","32452","56","655","complete","","","391.861735",""
"Huub_free_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_false.dzn","SATISFIED","10.762526505626738","1.24734","1","","36736","2216339","","112","23286","27810","results_rect","11312","","","37004","145","0","23912","37440","0","","","2251","1211","12975","","","satisfy","","0.36984","","35168","56","692","complete","","","8.442635",""
"Huub_free_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","SATISFIED","1.5555841233581305","0.577151","1","","14620","182818","","80","10300","2443","results_rect","4420","","","3790","97","0","9440","15053","0","","","4420","27","5283","","","satisfy","","0.140478","","13820","40","421","complete","","","0.494505",""
"Huub_free_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_true.dzn","SATISFIED","2.876970906741917","0.422676","1","","11609","642772","","76","7060","9195","results_rect","3515","","","14808","87","0","7486","11989","0","","","184","283","4216","","","satisfy","","0.114847","","10963","38","368","complete","","","2.045766",""
"Huub_free_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_false.dzn","SATISFIED","15.47899190057069","1.05092","1","","30004","4035227","","104","34881","45179","results_rect","9204","","","59574","133","0","19500","30636","0","","","2448","1695","10643","","","satisfy","","0.302625","","28652","52","620","complete","","","13.563561",""
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp26_false.dzn","SATISFIED","4.531545150093734","1.001649","1","","26425","2386879","","1300","7764","9964","results_rect","8375","","","14661","127","0","17150","28214","0","","","1466","203","9408","","","satisfy","","0.271746","","26375","50","1777","complete","","","2.709531",""
"Huub_vsids_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_true.dzn","SATISFIED","1.9885121807456017","0.751248","1","","21912","220774","","96","16547","0","results_rect","6696","","","2668","117","0","14208","22441","0","","","6797","2","7827","","","satisfy","","0.21652","","20856","48","517","complete","","","0.572991",""
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_false.dzn","SATISFIED","21.77994467690587","0.660365","1","","18964","5894479","","88","72785","82658","results_rect","5764","","","117255","109","0","12276","19460","0","","","915","4265","6803","","","satisfy","","0.177182","","17996","44","484","complete","","","20.449264",""
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_true.dzn","SATISFIED","1.7698477134108543","0.111132","1","22882","","10228369","12814","80","","","results_rect","350","24005","120","22882","","","840","994","0","0.0","1101","23","0","99","","12936","satisfy","-137627590","0.022","0.04","960","40","1783","","0.0","","1.499",""
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_false.dzn","SATISFIED","0.33621880505234003","0.093497","1","","","158957","","120","","","results_rect","90","6036","","3010","","","","177","0","","","26","0","73","1","197","satisfy","","0.001657","","120","60","269","","","","0.07844",""
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_true.dzn","SATISFIED","105.54350985493511","0.836326","1","","25025","19223716","","100","180492","314319","results_rect","7675","","","406221","123","0","16250","25593","0","","","103","7787","8904","","","satisfy","","0.2504","","23875","50","556","complete","","","103.937494",""
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_false.dzn","SATISFIED","187.57603762764484","0.709811","1","","21022","38417176","","92","425688","589603","results_rect","6394","","","846730","115","0","13616","21545","0","","","1062","13753","7527","","","satisfy","","0.196924","","19964","46","511","complete","","","186.24979",""
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","UNKNOWN","1200.6913467505947","1.16861","0","","33908","151950227","","112","0","3803624","results_rect","10444","","","3801130","141","0","22064","34575","0","","","16","0","11991","","","satisfy","","0.338611","","32452","56","655","complete","","","1198.492257",""
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","UNKNOWN","1200.7391343899071","1.36682","0","","38019","629586109","","1740","0","4295553","results_rect","12151","","","4287260","147","0","24766","40352","0","","","19","0","13406","","","satisfy","","0.400858","","38077","58","2321","complete","","","1198.230858",""
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_true.dzn","SATISFIED","23.269070653244853","0.574277","1","","15330","5456104","","84","0","141953","results_rect","4662","","","141674","99","0","9912","15769","0","","","22","0","5523","","","satisfy","","0.156769","","14532","42","427","complete","","","22.176099",""
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_false.dzn","SATISFIED","0.7783136665821075","0.316903","1","","6615","52390","","60","1935","1198","results_rect","1965","","","1185","67","0","4230","6903","0","","","1948","0","2458","","","satisfy","","0.070826","","6165","30","276","complete","","","0.110945",""
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","SATISFIED","1.5121278632432222","0.541298","1","","14620","182853","","80","10300","2443","results_rect","4420","","","3790","97","0","9440","15053","0","","","4420","27","5283","","","satisfy","","0.143219","","13820","40","421","complete","","","0.487836",""
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_true.dzn","UNKNOWN","1200.6273549022153","0.970668","0","","27456","145097625","","104","0","4316721","results_rect","8424","","","4310892","129","0","17836","28052","0","","","16","0","9755","","","satisfy","","0.277786","","26208","52","584","complete","","","1198.74969",""
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_true.dzn","SATISFIED","4.912694261409342","0.559671","1","","13140","1109569","","80","0","25715","results_rect","3980","","","25638","93","0","8480","13545","0","","","21","0","4759","","","satisfy","","0.134206","","12420","40","393","complete","","","3.876701",""
